book_id,word_count,book_intro
502,10502,"[0.8856544575907032, 0.3609779685822925]"
503,10503,"[0.8280855751160909, 0.3429837935949538]"
504,10504,"[0.023349168626112582, 0.7642096801135886]"
505,10505,"[0.020120505287111512, 0.2609155668402877]"
506,10506,"[0.6173537186381598, 0.5477617067412054]"
507,10507,"[0.3918710948174061, 0.18831316141136822]"
508,10508,"[0.17097741332761884, 0.5722000217377536]"
509,10509,"[0.11846613472075818, 0.2429072650346049]"
510,10510,"[0.6368190263083758, 0.8355667041695949]"
511,10511,"[0.9523327633573837, 0.3559431757113366]"
512,10512,"[0.575054517299004, 0.45059870551126735]"
513,10513,"[0.9516310577203854, 0.33977018235488243]"
514,10514,"[0.5175483523725688, 0.2979847415135457]"
515,10515,"[0.3088431291359116, 0.22377812581598133]"
516,10516,"[0.006119551753917096, 0.7040461315878447]"
517,10517,"[0.5298179691899272, 0.038091406745566214]"
518,10518,"[0.6439667914688593, 0.11449007996274219]"
519,10519,"[0.575355011137324, 0.45040251708602896]"
520,10520,"[0.5303757148915706, 0.25868526438853146]"
521,10521,"[0.871706824677423, 0.9443436539731631]"
522,10522,"[0.475546429508076, 0.2271027387722966]"
523,10523,"[0.31894806122774033, 0.8841610113266799]"
524,10524,"[0.18631118647041067, 0.554434264646543]"
525,10525,"[0.8934202553966436, 0.010887753446465198]"
526,10526,"[0.723688520435537, 0.5729763617348186]"
527,10527,"[0.405877035557602, 0.5799863579749706]"
528,10528,"[0.060968444059024685, 0.4670948446433004]"
529,10529,"[0.18579625312522852, 0.6327656720602495]"
530,10530,"[0.13335615194732586, 0.6741755587175027]"
531,10531,"[0.17112401593087134, 0.8727050141927845]"
532,10532,"[0.5816275786819166, 0.39582128035047315]"
533,10533,"[0.9447627565743355, 0.11309667124713851]"
534,10534,"[0.10938436801653861, 0.8601537598944262]"
535,10535,"[0.8597647500483957, 0.6693481967506335]"
536,10536,"[0.06730777259543186, 0.657614292871976]"
537,10537,"[0.9656584659191674, 0.8459134520140789]"
538,10538,"[0.4632242630477241, 0.8539207674420538]"
539,10539,"[0.5583455809326283, 0.21240205870634254]"
540,10540,"[0.9574707252897644, 0.816826359479682]"
541,10541,"[0.5421617422784021, 0.6711410901518284]"
542,10542,"[0.13315615049674112, 0.9330800037440264]"
543,10543,"[0.8676587188360732, 0.3820312280677396]"
544,10544,"[0.5528811856504644, 0.6283510465069536]"
545,10545,"[0.26223281022700495, 0.6873542842185348]"
546,10546,"[0.8623985946499977, 0.14358738431325968]"
547,10547,"[0.7670894721479588, 0.7215392907631486]"
548,10548,"[0.6021689106322108, 0.4176635384780184]"
549,10549,"[0.0351986148753487, 0.7371330976662094]"
550,10550,"[0.6324145520124762, 0.477489876956125]"
551,10551,"[0.7167988533015838, 0.32057710523659655]"
552,10552,"[0.3146059350116521, 0.5131929004029072]"
553,10553,"[0.3365895541852526, 0.25528452269912716]"
554,10554,"[0.6363826760532968, 0.6485158553031283]"
555,10555,"[0.9552089305936635, 0.9477381486983537]"
556,10556,"[0.09689044212927522, 0.5942404756720873]"
557,10557,"[0.6850220603884509, 0.11732803519676871]"
558,10558,"[0.7216114523061848, 0.4378385566841414]"
559,10559,"[0.4129014315926892, 0.31850350033583386]"
560,10560,"[0.14235371176831724, 0.7340616943093123]"
561,10561,"[0.12228433507316339, 0.16017404410347535]"
562,10562,"[0.8494291178388202, 0.7521356820339348]"
563,10563,"[0.6965708705996462, 0.4488895174683055]"
564,10564,"[0.5952137702042963, 0.11384881262229196]"
565,10565,"[0.20031306386154946, 0.8332985165063664]"
566,10566,"[0.54433210940146, 0.039152521029550136]"
567,10567,"[0.6713211036171353, 0.14024403160437104]"
568,10568,"[0.12081607963397445, 0.5793008926879495]"
569,10569,"[0.2907355209587985, 0.3697081844034579]"
570,10570,"[0.10393856927104717, 0.3536630624032827]"
571,10571,"[0.4394162570206803, 0.06369647940193268]"
572,10572,"[0.7636743619789387, 0.5870996686284815]"
573,10573,"[0.734878933460773, 0.5317168962810699]"
574,10574,"[0.5608928204764272, 0.14635068146971753]"
575,10575,"[0.4602495869983675, 0.8540488821971114]"
576,10576,"[0.9036733528693651, 0.964775809122297]"
577,10577,"[0.43851588779766615, 0.6424616658539041]"
578,10578,"[0.324346949241215, 0.6878828329540264]"
579,10579,"[0.30007457540903204, 0.7823345879171625]"
580,10580,"[0.9127316612281197, 0.5938222210203586]"
581,10581,"[0.15069676783487307, 0.8363470244233301]"
582,10582,"[0.6634925397659753, 0.36445984624410865]"
583,10583,"[0.6140656934877773, 0.5437309777333528]"
584,10584,"[0.6188984231135185, 0.5556972825070975]"
585,10585,"[0.8935991423518387, 0.9913706236878996]"
586,10586,"[0.45069910458183327, 0.610320251924844]"
587,10587,"[0.765935683753137, 0.45744994656984894]"
588,10588,"[0.23788033963068278, 0.9285809949631033]"
589,10589,"[0.4482525365150003, 0.11762363773957485]"
590,10590,"[0.2671678459492318, 0.9897262938476443]"
591,10591,"[0.4934130978093817, 0.04359606225306112]"
592,10592,"[0.11002264543622775, 0.6338424497513365]"
593,10593,"[0.30356239083154046, 0.8372600952337038]"
594,10594,"[0.736114132397642, 0.8077900805425757]"
595,10595,"[0.2538049881629769, 0.7916772013730141]"
596,10596,"[0.33106294263909264, 0.9209784551639753]"
597,10597,"[0.611259307135573, 0.7803405756594117]"
598,10598,"[0.23090472874641743, 0.021647431387698646]"
599,10599,"[0.2939685519511551, 0.21792781233270997]"
600,10600,"[0.8414073224886037, 0.2563399449760132]"
601,10601,"[0.9172918683560664, 0.4898883120212445]"
602,10602,"[0.8133362739129789, 0.5740247963674352]"
603,10603,"[0.7526944634676174, 0.03612508089677735]"
604,10604,"[0.9981641823095257, 0.7918070872967601]"
605,10605,"[0.8231000722608898, 0.12200140632767931]"
606,10606,"[0.32065914139781704, 0.36125605970434493]"
607,10607,"[0.941639114306824, 0.7691215857017092]"
608,10608,"[0.8749105965535016, 0.8465094153793087]"
609,10609,"[0.10199412407494157, 0.23396326896191688]"
610,10610,"[0.6492890806137728, 0.3814991343959817]"
611,10611,"[0.1046702568202783, 0.7041938756841227]"
612,10612,"[0.5053808498807942, 0.05796425059703769]"
613,10613,"[0.38975363660993256, 0.9608438559145405]"
614,10614,"[0.590332787559292, 0.3408951227672806]"
615,10615,"[0.30297218755280464, 0.21163372916910284]"
616,10616,"[0.8273003200495409, 0.09536595956837568]"
617,10617,"[0.15033152946529105, 0.4454096795120889]"
618,10618,"[0.04984938084705404, 0.043505639469853086]"
619,10619,"[0.11605295153000605, 0.9501192311675922]"
620,10620,"[0.3174220888104192, 0.1174390828116042]"
621,10621,"[0.7249496241247312, 0.8885919386599525]"
622,10622,"[0.08714091625779885, 0.8794576586585549]"
623,10623,"[0.8450545885742254, 0.010715885831440897]"
624,10624,"[0.637576813317224, 0.40284276987171985]"
625,10625,"[0.849754093819848, 0.3215092854612889]"
626,10626,"[0.7058980171664112, 0.6893429412553103]"
627,10627,"[0.008767309561829029, 0.6320162498189863]"
628,10628,"[0.5232825754903057, 0.5383041124563466]"
629,10629,"[0.5856626630389994, 0.4940149945219584]"
630,10630,"[0.47246297368488144, 0.3093924607027003]"
631,10631,"[0.16323567270381445, 0.8819591513544885]"
632,10632,"[0.6414267515075927, 0.3121645122836124]"
633,10633,"[0.3624620760368459, 0.5696307705766434]"
634,10634,"[0.7915585937137348, 0.47977397230210916]"
635,10635,"[0.16747036473182464, 0.5312657646016647]"
636,10636,"[0.7788169706065233, 0.62409678691376]"
637,10637,"[0.8462019248085206, 0.8830657142589851]"
638,10638,"[0.10137782909279114, 0.6962360944948787]"
639,10639,"[0.5864786094757113, 0.84218694520766]"
640,10640,"[0.1719452802814121, 0.14969042005169897]"
641,10641,"[0.2195327676620964, 0.6821848794549669]"
642,10642,"[0.8590760668234786, 0.33487180259481464]"
643,10643,"[0.21653287262370613, 0.47564234118062676]"
644,10644,"[0.9851079200201615, 0.047102073156300106]"
645,10645,"[0.7979068819985612, 0.7994862229039414]"
646,10646,"[0.5241104287088169, 0.8495485004647853]"
647,10647,"[0.6415808382143956, 0.7753604834499837]"
648,10648,"[0.37749376607518426, 0.21183194596086485]"
649,10649,"[0.8203098574834525, 0.8950834828417672]"
650,10650,"[0.08041937722121784, 0.08514046137509601]"
651,10651,"[0.8342989124109894, 0.39220142448373474]"
652,10652,"[0.39233279895999285, 0.3281273393298114]"
653,10653,"[0.37205054975026874, 0.7435596528851067]"
654,10654,"[0.9128119442315821, 0.6308162521914102]"
655,10655,"[0.8201729908554708, 0.09964815958848461]"
656,10656,"[0.5441816294976018, 0.19190418449648017]"
657,10657,"[0.4954255437662549, 0.5813222820181966]"
658,10658,"[0.8850102482859831, 0.49164530486684055]"
659,10659,"[0.6589333146492373, 0.16379948661392263]"
660,10660,"[0.7451674279934474, 0.8658417245223642]"
661,10661,"[0.5964152149538935, 0.5191496680217315]"
662,10662,"[0.1766889931659612, 0.6043171091820282]"
663,10663,"[0.9361425841292628, 0.6727670153047914]"
664,10664,"[0.5467023115280251, 0.10229152893325466]"
665,10665,"[0.6690724961271625, 0.9763660605032258]"
666,10666,"[0.014854482844523509, 0.4987212443947878]"
667,10667,"[0.9011718824151513, 0.3445209204183569]"
668,10668,"[0.2773545039722879, 0.31069459822822376]"
669,10669,"[0.11164004524984772, 0.38852767776476016]"
670,10670,"[0.6302356934383926, 0.16437668460969934]"
671,10671,"[0.8715277561028215, 0.5597803695732614]"
672,10672,"[0.10001390669364874, 0.8375885559527937]"
673,10673,"[0.965386115522215, 0.7148029484378091]"
674,10674,"[0.8920614900641165, 0.30130005042197827]"
675,10675,"[0.7780257534036331, 0.47390273560905993]"
676,10676,"[0.8527679546643024, 0.010427756498579743]"
677,10677,"[0.01567751635147252, 0.7195088159527764]"
678,10678,"[0.29915002535971935, 0.1935966897534941]"
679,10679,"[0.4076829239055614, 0.7576851093824309]"
680,10680,"[0.9465163853534411, 0.41084553755697206]"
681,10681,"[0.6360841419884246, 0.5177505925071706]"
682,10682,"[0.5336921869193331, 0.6752970127338257]"
683,10683,"[0.40097801323151816, 0.762740259389619]"
684,10684,"[0.7306061276422239, 0.7319483180020727]"
685,10685,"[0.2641655235446235, 0.7441206460582488]"
686,10686,"[0.4038082533510071, 0.23227449021202962]"
687,10687,"[0.7945268278236984, 0.24979797508253576]"
688,10688,"[0.9707706324362056, 0.3547383773289351]"
689,10689,"[0.09387524988323137, 0.08943021926018968]"
690,10690,"[0.9725015199617012, 0.058431912911617756]"
691,10691,"[0.17751343073315407, 0.36568144565657323]"
692,10692,"[0.6129369808006477, 0.5605861765856899]"
693,10693,"[0.6306374556952687, 0.5097021538623056]"
694,10694,"[0.0019521039157133213, 0.8635408901261165]"
695,10695,"[0.6218577422357182, 0.09593899368700842]"
696,10696,"[0.5864083522372381, 0.45087868191022906]"
697,10697,"[0.025299649989339867, 0.20114531301586513]"
698,10698,"[0.36671159218801175, 0.9848356609460323]"
699,10699,"[0.37919750715658507, 0.06622369055818855]"
700,10700,"[0.6354915476060551, 0.7837986981724049]"
701,10701,"[0.7202364433050853, 0.21875554769478378]"
702,10702,"[0.6598641671266343, 0.712948732014975]"
703,10703,"[0.4108171645263644, 0.07985762342594305]"
704,10704,"[0.4692422619136354, 0.5534030356935663]"
705,10705,"[0.8538947629423563, 0.9868132697818687]"
706,10706,"[0.9495086596889826, 0.46228075539507996]"
707,10707,"[0.9704634633800194, 0.2814971155158833]"
708,10708,"[0.3789792703714907, 0.5123084803578443]"
709,10709,"[0.4441955186494464, 0.6469906300893876]"
710,10710,"[0.6804741784448939, 0.7176822063838719]"
711,10711,"[0.07635469967861752, 0.08456121662422234]"
712,10712,"[0.21704425519324888, 0.6998082016644389]"
713,10713,"[0.8166929000766395, 0.4900700100477632]"
714,10714,"[0.8469201840053574, 0.1125367278966799]"
715,10715,"[0.10660340835713966, 0.47295588235168706]"
716,10716,"[0.8297157445931311, 0.6279555377532492]"
717,10717,"[0.8122137328834579, 0.7375800281141545]"
718,10718,"[0.28191124971615744, 0.3332988685960808]"
719,10719,"[0.8206511267746375, 0.6453974873239071]"
720,10720,"[0.27874774289049253, 0.7090727809901607]"
721,10721,"[0.8392830519662022, 0.8484433435970995]"
722,10722,"[0.7765841296610353, 0.7750119565656789]"
723,10723,"[0.3439776623396722, 0.13357860636700114]"
724,10724,"[0.8081469225802067, 0.09673073501497798]"
725,10725,"[0.12015449327729999, 0.026374766209525724]"
726,10726,"[0.9062434110456983, 0.7015806406790558]"
727,10727,"[0.6631544317068679, 0.47816401590569546]"
728,10728,"[0.6641480636224084, 0.15420717577895748]"
729,10729,"[0.4542032572968818, 0.29814341247360765]"
730,10730,"[0.6324423994865659, 0.8222677099099456]"
731,10731,"[0.6965900785525397, 0.08471249605325426]"
732,10732,"[0.37586712225221375, 0.015368759295018464]"
733,10733,"[0.7980453056827568, 0.1702035420707233]"
734,10734,"[0.738366636943072, 0.6755833315097564]"
735,10735,"[0.7679774815251208, 0.5525623321865012]"
736,10736,"[0.25277807182097645, 0.8567075363678999]"
737,10737,"[0.1957097501466475, 0.29298082456778696]"
738,10738,"[0.893089865575321, 0.009441817888278359]"
739,10739,"[0.40783454964193067, 0.3606397331399369]"
740,10740,"[0.5454553733873233, 0.19476177423135888]"
741,10741,"[0.5732044034976114, 0.44604594220378246]"
742,10742,"[0.35512552655429463, 0.6610640284588459]"
743,10743,"[0.9866066734268304, 0.11457664021928016]"
744,10744,"[0.24541309444926207, 0.8765414730026599]"
745,10745,"[0.9442899041930939, 0.522078615558356]"
746,10746,"[0.32545475407238644, 0.04894391414333521]"
747,10747,"[0.7661423106983196, 0.2436362107061526]"
748,10748,"[0.2582389409490876, 0.29342448701291923]"
749,10749,"[0.45169093210094946, 0.6925517983409859]"
750,10750,"[0.19655838766230438, 0.7367263605137923]"
751,10751,"[0.30389216461210555, 0.9837586286080505]"
752,10752,"[0.2434038208623478, 0.3477677448232066]"
753,10753,"[0.3595155469356147, 0.016556053692707184]"
754,10754,"[0.15219722610118924, 0.689379783738378]"
755,10755,"[0.5385769888500698, 0.9577520824413428]"
756,10756,"[0.225603839626081, 0.4961659063228584]"
757,10757,"[0.5643944228508196, 0.38486511991092975]"
758,10758,"[0.3122227483010529, 0.6337304075710747]"
759,10759,"[0.7374507323939656, 0.46613976476464736]"
760,10760,"[0.6112381493883812, 0.8881363268242559]"
761,10761,"[0.7051875506582882, 0.5513588776375137]"
762,10762,"[0.34987669001727983, 0.4406137520547333]"
763,10763,"[0.2649346309590207, 0.3467409723007029]"
764,10764,"[0.7591682369440781, 0.04808906645967481]"
765,10765,"[0.2306561999632819, 0.07853182649555368]"
766,10766,"[0.18749933628720372, 0.6804850745029265]"
767,10767,"[0.1194580697022708, 0.2890268729938479]"
768,10768,"[0.1281404393204052, 0.14509344688138615]"
769,10769,"[0.6167336352252712, 0.557111594836357]"
770,10770,"[0.6213616726851834, 0.05531002533826013]"
771,10771,"[0.8395217853811484, 0.9036145066604017]"
772,10772,"[0.5570779249694421, 0.3431796096810944]"
773,10773,"[0.8776134724743887, 0.3230285748315457]"
774,10774,"[0.7274797197350436, 0.46493547375102573]"
775,10775,"[0.19125598459074677, 0.26585288899915127]"
776,10776,"[0.9676611880700381, 0.8278671597952553]"
777,10777,"[0.2483212784225819, 0.0795202037628544]"
778,10778,"[0.43573017585687757, 0.8162790947525105]"
779,10779,"[0.30199643530554976, 0.2198494771456979]"
780,10780,"[0.42117053749794275, 0.11784659346543325]"
781,10781,"[0.7158435693189015, 0.1481873797710428]"
782,10782,"[0.48363314951137804, 0.42592162127194677]"
783,10783,"[0.8634371759705214, 0.7082261586522435]"
784,10784,"[0.6077277066900865, 0.08922242609044628]"
785,10785,"[0.37738396493219883, 0.8042892899516414]"
786,10786,"[0.5477001218293529, 0.4162837939437193]"
787,10787,"[0.05781703504628033, 0.30468492453316764]"
788,10788,"[0.7159918438157191, 0.8430576363532865]"
789,10789,"[0.00011162103414319446, 0.416451439122151]"
790,10790,"[0.19154560574497348, 0.7540564981046836]"
791,10791,"[0.08335891688791519, 0.29298542375213954]"
792,10792,"[0.6120975472197493, 0.6771670850228567]"
793,10793,"[0.6070280134106865, 0.06398086099030653]"
794,10794,"[0.024961127957880525, 0.5009676888668404]"
795,10795,"[0.8053230953060683, 0.8729262313579039]"
796,10796,"[0.5474999548496766, 0.0032908251250193254]"
797,10797,"[0.5107768361711132, 0.11811985410355452]"
798,10798,"[0.9427138485873829, 0.31160297791764535]"
799,10799,"[0.1473125700639889, 0.4448421718050105]"
800,10800,"[0.6805568398421735, 0.9959385810589184]"
801,10801,"[0.6088522392440455, 0.7841299583661753]"
802,10802,"[0.024467910877879584, 0.37301679833583157]"
803,10803,"[0.5843447406240428, 0.630721294522284]"
804,10804,"[0.4629038785791202, 0.9622438560075595]"
805,10805,"[0.1284656129863031, 0.43562368209379776]"
806,10806,"[0.48730720705270325, 0.5594727481697241]"
807,10807,"[0.3288875264693174, 0.23150492527434174]"
808,10808,"[0.9527048625626227, 0.0312215187762227]"
809,10809,"[0.03679890059868307, 0.5980725433287999]"
810,10810,"[0.835658800729059, 0.5776663915449417]"
811,10811,"[0.6204639047699315, 0.4869338738884893]"
812,10812,"[0.39959064429920255, 0.3018509465331155]"
813,10813,"[0.8517119109388555, 0.108942752590933]"
814,10814,"[0.3235613114214484, 0.6777948743296295]"
815,10815,"[0.8402560124157988, 0.5155961885725099]"
816,10816,"[0.2826904363764965, 0.2842482809638386]"
817,10817,"[0.722887879348696, 0.8546538799644802]"
818,10818,"[0.5305906202141338, 0.42650611445851794]"
819,10819,"[0.25238755076067787, 0.38151998500867923]"
820,10820,"[0.45551570281652654, 0.37244443021877494]"
821,10821,"[0.7202160181620045, 0.7034465043130352]"
822,10822,"[0.2550883694625742, 0.6513846312396164]"
823,10823,"[0.3704164976557325, 0.3379037676080666]"
824,10824,"[0.08174774178428224, 0.29981836345009116]"
825,10825,"[0.8729583901412689, 0.04981863960878763]"
826,10826,"[0.6721427955647983, 0.631134395979607]"
827,10827,"[0.8225618340658877, 0.49567271537458757]"
828,10828,"[0.026861943882058092, 0.8909868696659625]"
829,10829,"[0.9841888425251227, 0.30713939603516593]"
830,10830,"[0.08755928908607258, 0.2297186580304641]"
831,10831,"[0.5671749117502567, 0.9947521327606397]"
832,10832,"[0.14975533167334465, 0.3964234937570901]"
833,10833,"[0.8587718841791959, 0.14767903030225804]"
834,10834,"[0.31027926000377426, 0.6670021926565731]"
835,10835,"[0.40035152071763, 0.4651339732470836]"
836,10836,"[0.9009685889936484, 0.3146575300511021]"
837,10837,"[0.6556957408185476, 0.19287397051946586]"
838,10838,"[0.45683565469932874, 0.5156515385606557]"
839,10839,"[0.9275271450792928, 0.5529511219521832]"
840,10840,"[0.2658588097954979, 0.4429262973909365]"
841,10841,"[0.2411316909204334, 0.21693117044110788]"
842,10842,"[0.41092116829195413, 0.1729850813177246]"
843,10843,"[0.5526041639554511, 0.7671593021715264]"
844,10844,"[0.08586396748191305, 0.21701795684275194]"
845,10845,"[0.10155194552141689, 0.9510088901695726]"
846,10846,"[0.7022145581040021, 0.8167587667730914]"
847,10847,"[0.42924320699651575, 0.7931710054076722]"
848,10848,"[0.4762440188145183, 0.567018664426749]"
849,10849,"[0.17765012068938502, 0.5040262748448298]"
850,10850,"[0.8030100100347412, 0.49806129701573987]"
851,10851,"[0.8350989394582865, 0.3115657892704857]"
852,10852,"[0.35287344734560655, 0.8411542651259405]"
853,10853,"[0.02519264587548742, 0.8219726145583559]"
854,10854,"[0.6437811714725401, 0.8226009216234716]"
855,10855,"[0.8882958706294293, 0.884270559650275]"
856,10856,"[0.01841672600557176, 0.7922921386929754]"
857,10857,"[0.003669048299409172, 0.2764083056937643]"
858,10858,"[0.5363472375617063, 0.05294996235490601]"
859,10859,"[0.8745662082515694, 0.41419216141030046]"
860,10860,"[0.26535792557304316, 0.24838556010623047]"
861,10861,"[0.03522936922314701, 0.5021933758870318]"
862,10862,"[0.8654037792684399, 0.5242864998356973]"
863,10863,"[0.7332702121529157, 0.07952109429003817]"
864,10864,"[0.9065534707435448, 0.46818649888220853]"
865,10865,"[0.02596109576002903, 0.8073920117675725]"
866,10866,"[0.11990070611378756, 0.5979680628263236]"
867,10867,"[0.0684163841869766, 0.8132583238961213]"
868,10868,"[0.10804134303574153, 0.9311418531121619]"
869,10869,"[0.07674142131634709, 0.7691075473973008]"
870,10870,"[0.7474797904270973, 0.5156254429108684]"
871,10871,"[0.0961393412829813, 0.6652899616787487]"
872,10872,"[0.8719845055854579, 0.38670580164899393]"
873,10873,"[0.20722859349899658, 0.8984808254214213]"
874,10874,"[0.12023419578938477, 0.7228804799652264]"
875,10875,"[0.7726643611779493, 0.4745544778857679]"
876,10876,"[0.5151972963598607, 0.862634649320624]"
877,10877,"[0.7368453392450699, 0.5523468837161741]"
878,10878,"[0.7175906454847477, 0.599404539928553]"
879,10879,"[0.799606724159649, 0.6575583464574615]"
880,10880,"[0.7835483136502261, 0.8114931258831729]"
881,10881,"[0.4521779162118861, 0.20566031433587162]"
882,10882,"[0.22395167638624314, 0.194404941567753]"
883,10883,"[0.608735578915948, 0.16644906566828677]"
884,10884,"[0.6104987386767539, 0.7543059026922594]"
885,10885,"[0.8994090237214639, 0.2976525119616109]"
886,10886,"[0.3433816773289715, 0.9593994545455936]"
887,10887,"[0.8801669950297434, 0.2448456496468261]"
888,10888,"[0.6560981731035577, 0.0380487816158408]"
889,10889,"[0.08641040146033063, 0.011593225881240565]"
890,10890,"[0.042987340195145496, 0.5631897360140339]"
891,10891,"[0.4564468051973858, 0.04587474812814474]"
892,10892,"[0.1281951388539524, 0.9330681529508085]"
893,10893,"[0.08244998245672808, 0.6593446952544599]"
894,10894,"[0.32756026859307685, 0.6938683338569195]"
895,10895,"[0.6136093207576607, 0.5281046065605601]"
896,10896,"[0.4303193399326587, 0.5064292014605689]"
897,10897,"[0.6622097829179218, 0.031195345312032385]"
898,10898,"[0.4932734669897778, 0.1375612485994412]"
899,10899,"[0.05650411464145022, 0.8483581312371521]"
900,10900,"[0.6921993054630103, 0.5835512818797371]"
901,10901,"[0.681554611612693, 0.2159326442141215]"
902,10902,"[0.754044650260638, 0.5493222995759589]"
903,10903,"[0.17766737270474997, 0.728853014936794]"
904,10904,"[0.45438212620977736, 0.38761313695536526]"
905,10905,"[0.2882644535211778, 0.35649858724965866]"
906,10906,"[0.17236180885914676, 0.7462385947024356]"
907,10907,"[0.5457255795466109, 0.16587382485664648]"
908,10908,"[0.44339525382902123, 0.7344701185850947]"
909,10909,"[0.05852833205435637, 0.8165798028519485]"
910,10910,"[0.3230020752161067, 0.5079453452923364]"
911,10911,"[0.9441399614854113, 0.06911997231781597]"
912,10912,"[0.3542465604173989, 0.39168852380199903]"
913,10913,"[0.570604225236528, 0.447288278957765]"
914,10914,"[0.08071027488903781, 0.9425439504201876]"
915,10915,"[0.32673333986334896, 0.631680332875824]"
916,10916,"[0.30558747500221517, 0.922080226455132]"
917,10917,"[0.6036257096646682, 0.9841729715344633]"
918,10918,"[0.0333043063989682, 0.5621207182203881]"
919,10919,"[0.3570215291993796, 0.07593493221968639]"
920,10920,"[0.06936313812572237, 0.5494654839352725]"
921,10921,"[0.24440369207542523, 0.10717364760532688]"
922,10922,"[0.05805391946374561, 0.8024474255162884]"
923,10923,"[0.601631945901585, 0.8089608698179646]"
924,10924,"[0.3113161677560544, 0.41756033810341375]"
925,10925,"[0.9458992373604296, 0.4522707662567612]"
926,10926,"[0.4223665420415924, 0.37328523639417366]"
927,10927,"[0.053662638892493564, 0.8492273873891542]"
928,10928,"[0.15136661680915897, 0.7667323859071832]"
929,10929,"[0.2890460371497582, 0.18868712147318567]"
930,10930,"[0.14631851217170566, 0.030142288526494032]"
931,10931,"[0.6698534864970994, 0.2609879720731212]"
932,10932,"[0.3658833627613526, 0.38438016217903503]"
933,10933,"[0.3462741807178573, 0.17391671317022017]"
934,10934,"[0.7141935166035287, 0.9175338759715875]"
935,10935,"[0.7767718502305276, 0.10654748404459247]"
936,10936,"[0.8221560053728937, 0.6472007162070726]"
937,10937,"[0.2042359145438164, 0.5468925657906041]"
938,10938,"[0.20519710714844108, 0.433104370009037]"
939,10939,"[0.8454609191303103, 0.39374245625895266]"
940,10940,"[0.7267685911775803, 0.6413619933232856]"
941,10941,"[0.09987328706596876, 0.19668878854035754]"
942,10942,"[0.03429443617339212, 0.5111491443255806]"
943,10943,"[0.9950414423261318, 0.8246363003603538]"
944,10944,"[0.8634483517981821, 0.3437622906283566]"
945,10945,"[0.3945069472344349, 0.12642556837823626]"
946,10946,"[0.9395431532594865, 0.23947928052347955]"
947,10947,"[0.7411414412893155, 0.32301377257365094]"
948,10948,"[0.6902123544476464, 0.5577221579108516]"
949,10949,"[0.06406677993880694, 0.051036233816171395]"
950,10950,"[0.7877654216826151, 0.626391195027829]"
951,10951,"[0.0006691142191945776, 0.16981676247698818]"
952,10952,"[0.09012629817424878, 0.7988882504035857]"
953,10953,"[0.5673831140021096, 0.06317170929479166]"
954,10954,"[0.29386697925321603, 0.22284141903920895]"
955,10955,"[0.6444335623050405, 0.5077483664413879]"
956,10956,"[0.7132280566562981, 0.29929252884059476]"
957,10957,"[0.7617541420892594, 0.5661926369945641]"
958,10958,"[0.2609777012053708, 0.9515355289943167]"
959,10959,"[0.6715816183032479, 0.12417816347938126]"
960,10960,"[0.5321806392426893, 0.4175873929270387]"
961,10961,"[0.8070503790281361, 0.31926271138854256]"
962,10962,"[0.4218708739284085, 0.01812497804123414]"
963,10963,"[0.3736948292696113, 0.21995266887666454]"
964,10964,"[0.20840028138511424, 0.05013353198669834]"
965,10965,"[0.1874039594265141, 0.019487931448671114]"
966,10966,"[0.4009910077175046, 0.5509837091589839]"
967,10967,"[0.6152214505573464, 0.460052166417684]"
968,10968,"[0.5908447217220144, 0.8289537665479174]"
969,10969,"[0.78881401519895, 0.3451687105085448]"
970,10970,"[0.8173581289416076, 0.4726182360870542]"
971,10971,"[0.6705698527504501, 0.04239542171533317]"
972,10972,"[0.7180549403244715, 0.18133949754615297]"
973,10973,"[0.9248885150669689, 0.9427047556593556]"
974,10974,"[0.6033621597477987, 0.6224781106447552]"
975,10975,"[0.6056133920110203, 0.31535109396662064]"
976,10976,"[0.9638421533202891, 0.8008744019848225]"
977,10977,"[0.5645614360647997, 0.1480853536211566]"
978,10978,"[0.502601409302024, 0.2320592046111578]"
979,10979,"[0.40653837309606955, 0.7371005636968974]"
980,10980,"[0.05028776890168385, 0.37136058774839176]"
981,10981,"[0.6979073883543486, 0.22020823458035566]"
982,10982,"[0.9588428203734275, 0.9178656150437479]"
983,10983,"[0.7201129336268528, 0.1772288020459516]"
984,10984,"[0.6290639999012817, 0.6487519604612352]"
985,10985,"[0.6710011243535329, 0.15162730542194758]"
986,10986,"[0.0032344184247632413, 0.4115717332807819]"
987,10987,"[0.7935974722450306, 0.5498902163108969]"
988,10988,"[0.28724031238383896, 0.2555605674568998]"
989,10989,"[0.1990909279971762, 0.24458443402536623]"
990,10990,"[0.24220345738455262, 0.9758917430858592]"
991,10991,"[0.8958077948003347, 0.2588279472454631]"
992,10992,"[0.27480192469734255, 0.5942778384866243]"
993,10993,"[0.9173185054194081, 0.06462424825166802]"
994,10994,"[0.6907619614935216, 0.5607764347655604]"
995,10995,"[0.19202925964275863, 0.21277134406467335]"
996,10996,"[0.8793493675482655, 0.3360463542233514]"
997,10997,"[0.5465951807967689, 0.7778866164402676]"
998,10998,"[0.7598290574684556, 0.2044799714479938]"
999,10999,"[0.47628082487958623, 0.3290568667449535]"
1000,11000,"[0.29072614912453654, 0.20201341431010877]"
1001,11001,"[0.2955370525710208, 0.8030302225930415]"
1002,11002,"[0.8916999214859456, 0.5137998955048213]"
